"","source","rise1.3","rise2.3","Location","SubjectPool","Setting","Pencil","tempt","lkl"
"192","carleton",1,NA,"Carleton University, Ottawa, Canada","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1
"193","carleton",5,NA,"Carleton University, Ottawa, Canada","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"194","carleton",NA,6,"Carleton University, Ottawa, Canada","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,6
"195","carleton",NA,8,"Carleton University, Ottawa, Canada","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,8
"196","carleton",3,NA,"Carleton University, Ottawa, Canada","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"197","carleton",3,NA,"Carleton University, Ottawa, Canada","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"198","carleton",NA,6,"Carleton University, Ottawa, Canada","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,6
"199","carleton",7,NA,"Carleton University, Ottawa, Canada","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,7
"200","carleton",3,NA,"Carleton University, Ottawa, Canada","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"201","carleton",NA,3,"Carleton University, Ottawa, Canada","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"202","carleton",3,NA,"Carleton University, Ottawa, Canada","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"203","carleton",4,NA,"Carleton University, Ottawa, Canada","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,4
"204","carleton",NA,3,"Carleton University, Ottawa, Canada","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"205","carleton",NA,6,"Carleton University, Ottawa, Canada","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,6
"206","carleton",3,NA,"Carleton University, Ottawa, Canada","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"207","carleton",8,NA,"Carleton University, Ottawa, Canada","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,8
"208","carleton",1,NA,"Carleton University, Ottawa, Canada","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1
"209","carleton",7,NA,"Carleton University, Ottawa, Canada","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,7
"210","carleton",10,NA,"Carleton University, Ottawa, Canada","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,10
"211","carleton",NA,6,"Carleton University, Ottawa, Canada","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,6
"212","carleton",1,NA,"Carleton University, Ottawa, Canada","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1
"213","carleton",NA,1,"Carleton University, Ottawa, Canada","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,1
"214","carleton",NA,3,"Carleton University, Ottawa, Canada","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"215","carleton",1,NA,"Carleton University, Ottawa, Canada","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1
"216","carleton",NA,5,"Carleton University, Ottawa, Canada","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"217","carleton",3,NA,"Carleton University, Ottawa, Canada","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"218","carleton",1,NA,"Carleton University, Ottawa, Canada","Yes","Online (at home)","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1
"219","seznam",NA,2,"Department of Psychology, Charles University, Prague, Czech Republic","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"220","seznam",NA,2,"Department of Psychology, Charles University, Prague, Czech Republic","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"221","seznam",NA,5,"Department of Psychology, Charles University, Prague, Czech Republic","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"222","seznam",NA,2,"Department of Psychology, Charles University, Prague, Czech Republic","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"223","seznam",NA,6,"Department of Psychology, Charles University, Prague, Czech Republic","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,6
"224","seznam",NA,2,"Department of Psychology, Charles University, Prague, Czech Republic","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"225","seznam",NA,3,"Department of Psychology, Charles University, Prague, Czech Republic","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"226","seznam",NA,3,"Department of Psychology, Charles University, Prague, Czech Republic","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"227","seznam",3,NA,"Department of Psychology, Charles University, Prague, Czech Republic","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"228","seznam",6,NA,"Department of Psychology, Charles University, Prague, Czech Republic","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,6
"229","seznam",3,NA,"Department of Psychology, Charles University, Prague, Czech Republic","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
"230","seznam",NA,3,"Department of Psychology, Charles University, Prague, Czech Republic","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"231","seznam",NA,3,"Department of Psychology, Charles University, Prague, Czech Republic","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"232","seznam",7,NA,"Department of Psychology, Charles University, Prague, Czech Republic","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,7
"233","seznam",4,NA,"Department of Psychology, Charles University, Prague, Czech Republic","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,4
"234","seznam",NA,5,"Department of Psychology, Charles University, Prague, Czech Republic","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,5
"235","seznam",1,NA,"Department of Psychology, Charles University, Prague, Czech Republic","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1
"236","seznam",6,NA,"Department of Psychology, Charles University, Prague, Czech Republic","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,6
"237","seznam",NA,6,"Department of Psychology, Charles University, Prague, Czech Republic","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,6
"238","seznam",5,NA,"Department of Psychology, Charles University, Prague, Czech Republic","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"239","seznam",NA,2,"Department of Psychology, Charles University, Prague, Czech Republic","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"240","seznam",NA,3,"Department of Psychology, Charles University, Prague, Czech Republic","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"241","seznam",NA,4,"Department of Psychology, Charles University, Prague, Czech Republic","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,4
"242","seznam",10,NA,"Department of Psychology, Charles University, Prague, Czech Republic","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,10
"243","seznam",4,NA,"Department of Psychology, Charles University, Prague, Czech Republic","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,4
"244","seznam",NA,2,"Department of Psychology, Charles University, Prague, Czech Republic","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,2
"245","seznam",NA,3,"Department of Psychology, Charles University, Prague, Czech Republic","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"246","seznam",NA,4,"Department of Psychology, Charles University, Prague, Czech Republic","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,4
"247","seznam",NA,1,"Department of Psychology, Charles University, Prague, Czech Republic","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,1
"248","seznam",1,NA,"Department of Psychology, Charles University, Prague, Czech Republic","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1
"249","seznam",NA,3,"Department of Psychology, Charles University, Prague, Czech Republic","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,3
"250","seznam",1,NA,"Department of Psychology, Charles University, Prague, Czech Republic","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,1
"251","seznam",2,NA,"Department of Psychology, Charles University, Prague, Czech Republic","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,2
"252","seznam",2,NA,"Department of Psychology, Charles University, Prague, Czech Republic","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,2
"253","seznam",5,NA,"Department of Psychology, Charles University, Prague, Czech Republic","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,5
"254","seznam",NA,1,"Department of Psychology, Charles University, Prague, Czech Republic","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",FALSE,1
"255","seznam",3,NA,"Department of Psychology, Charles University, Prague, Czech Republic","Yes","In a lab","No, the whole study was on the computer (except maybe consent/debriefing)",TRUE,3
